ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
88.81,58.04,97.46,78.26,80.79,16.35,26.48,63.9,45.63,11.24,57.44,6.96,21.61,22.29,165.49,42.12,60.79,9.89,30.91,57.91,62.49,152.59,191.23,73.7,66.4,120.89,13.5,42.67,196.32,10.11,48.4,16.68,16.1,16.94,93.05,31.85,25.43,117.95,11.24,24.51,46.72,35.57,25.1,21.13,10.06,38.21,44.17,34.79,33.18,10.32,20.73
89.12,58.58,98.94,78.73,82.59,16.69,26.08,64.31,45.18,11.19,57.58,7.11,21.53,22.35,168.66,42.84,61.72,10.17,30.69,57.65,62.32,149.35,187.94,73.8,67.08,123.22,13.2,43.04,200.22,10.09,49.93,16.77,16.39,17.17,94.8,30.49,25.8,114.31,11.19,24.48,47.71,35.77,25.5,21.18,10.14,37.83,43.59,35.33,32.94,10.38,21.61
89.94,58.7,98.59,79.3,82.85,16.61,27.14,63.57,45.19,11.3,58.85,7.35,21.83,22.38,172.21,42.93,63.0,10.39,28.7,59.49,63.56,135.23,190.93,75.37,68.12,126.39,12.92,43.66,198.76,10.28,49.94,16.64,16.59,17.35,98.15,30.12,26.0,122.65,11.32,25.46,49.35,35.26,26.06,21.64,10.28,39.13,43.57,36.31,33.49,10.06,22.24
88.37,56.83,96.19,78.77,81.88,15.66,26.26,62.63,42.79,11.22,59.24,7.23,22.11,21.73,170.69,42.98,62.12,10.43,29.52,60.33,61.92,132.93,179.89,76.39,67.67,124.21,12.79,42.53,192.96,10.02,47.12,16.32,16.24,16.56,98.51,28.25,25.95,120.67,11.25,25.3,48.91,35.0,26.18,21.03,10.14,38.35,42.88,35.43,33.19,9.8,21.6
88.68,57.22,97.6,78.97,81.56,15.95,25.76,63.86,42.86,11.17,61.0,6.98,21.88,21.43,171.23,44.3,60.94,10.54,28.91,60.23,62.43,137.3,181.56,77.12,69.32,125.82,12.41,42.72,192.83,9.82,50.31,16.02,16.23,17.31,100.95,29.44,25.95,117.85,11.49,24.79,49.49,35.03,25.95,21.12,10.12,38.42,42.57,34.74,33.0,9.48,21.39
90.26,57.32,102.68,81.27,82.49,16.26,27.68,64.35,44.39,11.22,61.33,6.93,21.02,21.13,176.58,44.63,62.37,10.99,28.05,59.6,63.33,151.45,182.5,76.3,69.23,129.35,12.15,43.33,192.44,9.73,51.02,16.49,16.28,17.59,101.89,29.03,26.34,121.73,12.26,24.64,51.17,35.64,26.07,21.39,10.05,40.07,43.59,34.54,33.83,9.46,21.25
90.08,56.7,101.96,80.66,81.8,16.02,28.58,64.59,43.45,11.0,59.6,6.96,20.8,21.34,178.29,43.54,58.54,11.07,27.91,60.09,63.17,158.66,183.63,77.09,68.74,130.63,11.86,42.96,192.39,9.74,50.9,16.4,15.86,17.39,99.75,29.46,26.6,121.82,12.7,24.5,50.32,35.35,25.91,21.39,10.17,39.29,43.27,34.68,34.86,9.45,20.45
90.1,56.46,100.3,81.8,80.95,16.0,29.52,65.89,43.89,11.05,60.33,6.88,20.15,21.23,176.17,44.64,57.62,10.91,27.41,57.61,61.87,160.63,175.04,77.4,67.21,133.78,11.86,41.81,193.57,9.65,49.67,16.42,15.78,17.44,100.79,30.89,27.32,125.89,12.52,25.58,50.6,35.27,25.61,21.39,10.11,38.29,42.95,34.83,34.65,9.39,20.53
88.29,54.38,99.25,80.8,79.67,15.88,29.55,64.08,44.75,10.73,57.93,6.97,19.99,20.57,169.42,45.65,56.48,10.59,26.69,56.45,58.55,158.1,170.44,76.29,64.98,129.26,11.88,39.97,189.55,9.8,47.63,16.37,15.93,16.71,101.68,29.51,27.03,121.12,12.31,24.08,49.43,35.01,25.41,21.43,10.21,37.24,42.49,32.35,34.2,9.44,20.04
89.0,54.12,98.68,81.11,79.78,15.8,30.26,65.62,45.64,10.86,58.99,6.9,20.37,20.72,172.45,46.71,58.43,10.73,28.09,57.61,59.41,165.0,166.97,72.9,66.42,130.28,12.03,41.12,189.3,9.69,46.51,16.21,15.82,16.83,102.88,29.76,26.96,117.55,11.88,24.96,51.05,34.85,25.55,21.46,10.15,37.43,42.43,32.76,34.52,9.35,19.32
88.01,54.08,99.48,80.64,78.64,16.21,29.83,64.69,44.31,10.72,57.95,6.83,19.74,19.89,171.47,47.79,59.08,10.9,26.9,57.29,57.99,164.29,170.24,72.09,63.3,119.09,11.94,39.54,191.2,9.64,46.76,16.25,15.68,16.7,105.04,29.21,26.53,114.52,11.92,25.49,47.7,34.4,25.37,21.13,10.35,37.72,42.45,32.28,34.57,9.49,19.77
88.47,52.81,97.4,82.29,76.83,15.62,28.85,64.43,44.7,10.85,56.94,6.77,19.75,19.75,169.41,48.23,60.14,10.77,29.17,55.44,57.7,188.28,167.05,71.49,65.5,122.35,11.71,38.06,188.26,9.5,48.27,16.57,15.92,16.66,103.74,30.92,26.57,117.4,11.35,25.23,46.85,34.15,25.16,21.26,10.17,37.32,41.28,32.51,34.05,9.81,18.99
88.85,52.5,97.83,79.46,78.97,15.97,28.28,62.68,46.46,10.92,58.26,6.85,20.14,19.5,170.58,48.38,59.51,10.42,28.9,55.99,59.66,186.37,171.01,73.46,66.97,124.54,11.8,38.69,188.78,9.47,50.18,16.31,15.87,16.62,104.98,30.83,26.32,115.41,11.18,26.63,45.6,34.2,24.87,21.88,10.4,36.78,41.22,33.7,34.21,10.15,19.39
88.81,52.54,98.1,78.16,79.32,15.69,28.33,62.61,45.85,10.88,59.58,6.93,20.08,19.65,169.84,46.65,59.67,10.26,29.38,56.8,59.0,184.18,171.77,74.37,66.42,121.88,11.94,38.84,186.36,9.39,50.77,16.17,15.33,16.84,107.93,32.02,26.68,117.38,11.9,25.18,44.86,34.45,25.13,21.85,10.47,36.43,41.61,33.04,34.14,10.18,19.26
87.49,53.36,98.02,78.93,78.13,15.4,28.09,60.93,44.02,10.48,59.06,6.99,19.66,19.5,165.62,45.78,59.34,10.07,30.37,55.9,59.8,172.2,173.45,76.26,65.98,116.49,12.03,39.48,179.76,9.26,47.9,16.5,14.93,17.11,106.88,30.64,26.7,117.99,11.26,24.12,45.68,33.97,24.99,21.41,10.63,36.16,41.51,30.79,33.65,9.83,18.59
86.28,53.24,93.82,76.79,76.6,15.42,27.15,59.52,43.48,10.52,57.59,6.88,20.04,19.35,163.96,46.41,59.02,9.93,30.01,55.68,57.72,168.18,181.24,76.8,64.37,109.81,11.89,38.91,178.25,9.28,46.0,16.44,15.21,17.29,105.51,28.82,26.66,116.74,11.22,24.38,43.69,34.21,24.81,21.48,10.21,35.19,41.72,30.22,33.5,9.7,18.57
85.92,52.55,91.0,76.16,79.6,14.93,26.75,58.91,44.9,10.37,58.06,6.94,20.38,19.71,167.38,45.56,58.57,9.94,28.99,55.86,57.5,167.63,185.71,77.65,64.96,110.4,11.55,39.1,176.98,9.49,44.96,16.64,14.68,17.87,103.95,29.08,26.1,114.75,10.65,22.62,43.94,34.01,24.98,21.22,10.3,33.78,40.84,29.67,32.84,9.47,18.78
86.82,53.62,89.95,76.06,79.8,16.06,28.57,58.36,44.68,10.75,59.03,7.25,20.49,20.19,171.13,45.92,57.59,9.94,29.53,54.3,60.52,163.52,183.11,77.19,65.97,111.04,11.61,38.82,179.83,9.54,43.63,17.18,14.48,18.34,108.87,29.1,25.68,111.97,10.54,22.52,47.2,34.32,25.24,21.41,10.52,34.91,41.39,29.95,32.87,9.71,19.7
86.06,53.56,88.54,74.4,78.57,16.0,27.37,57.22,45.62,10.78,58.37,6.98,20.08,19.63,167.88,44.53,58.51,9.95,28.87,53.81,61.81,166.35,177.51,76.94,65.9,107.65,11.77,38.9,180.82,9.5,45.52,17.16,15.06,17.96,111.02,28.66,25.71,107.5,10.1,21.92,46.91,33.82,25.0,20.84,10.46,33.99,41.47,30.52,32.45,9.76,19.55
85.84,54.31,88.09,74.1,78.59,16.23,28.61,57.52,46.18,10.66,56.93,7.01,19.24,19.28,168.74,43.83,58.91,9.85,29.38,54.13,64.57,166.02,171.34,76.62,65.17,112.9,12.04,39.79,185.99,9.18,43.79,17.04,15.15,17.72,113.06,27.38,25.31,108.74,9.82,21.93,43.35,33.62,25.41,20.41,10.35,33.73,41.45,30.6,32.04,9.67,19.37
86.86,55.21,88.04,74.9,81.18,16.43,29.38,57.72,45.76,10.9,56.56,7.15,19.47,18.59,167.77,44.89,58.26,9.9,29.89,54.33,65.6,179.89,174.97,75.73,68.57,107.55,12.02,39.61,187.01,9.36,47.06,17.03,14.99,17.71,112.11,29.4,25.51,107.33,9.81,21.83,43.98,34.29,25.26,20.7,10.15,34.58,41.91,30.85,32.22,9.46,19.49
87.64,57.28,92.06,74.95,83.39,16.48,29.11,57.42,47.32,11.12,56.26,7.23,19.2,18.38,169.93,44.48,59.11,9.9,32.24,52.07,66.07,175.86,178.37,74.82,69.38,108.39,12.72,40.23,190.19,9.81,49.96,16.92,14.71,17.65,115.75,28.92,26.05,107.05,10.02,21.29,44.53,34.73,25.49,21.11,10.3,34.49,42.3,31.13,32.99,9.16,20.23
88.09,55.79,95.05,76.42,83.94,16.61,29.85,57.65,47.15,11.04,55.31,7.37,19.86,18.86,169.58,44.78,59.17,9.97,32.43,52.24,65.98,178.45,181.82,75.47,69.21,106.17,12.94,39.91,190.49,10.03,51.64,16.95,14.15,17.43,118.96,28.62,25.82,106.85,10.41,21.95,42.65,35.11,25.79,21.6,10.48,34.76,42.11,31.2,32.62,9.17,20.18
88.38,57.48,98.83,78.0,84.83,16.72,29.51,57.89,47.56,11.27,55.78,7.28,19.72,19.75,173.1,45.79,59.12,9.87,31.12,50.82,65.58,187.17,180.72,72.2,70.05,105.38,12.69,41.42,192.71,9.86,49.73,16.96,14.35,17.56,118.73,30.36,26.0,105.32,9.8,22.22,42.06,34.81,26.09,21.33,10.74,34.56,42.06,30.8,32.61,9.0,19.66
89.59,59.08,97.57,77.35,85.28,17.27,28.97,57.32,47.49,11.1,56.55,7.33,19.59,20.09,174.13,46.31,60.48,9.78,32.11,52.36,66.75,190.11,188.55,73.87,72.08,112.61,12.41,41.71,194.03,9.95,52.54,17.51,14.31,17.2,121.65,31.17,25.76,111.9,10.21,23.87,39.91,34.81,26.17,21.18,10.97,35.14,41.52,31.95,33.17,9.23,19.82
88.38,58.42,94.39,76.9,83.13,16.74,29.56,57.56,46.12,10.98,57.03,7.35,18.99,19.6,170.1,46.29,60.87,9.55,31.1,53.58,66.44,182.13,188.75,74.67,71.18,111.24,12.43,41.22,186.15,9.64,49.28,17.5,14.31,17.06,120.9,29.75,25.5,106.79,10.27,22.56,39.9,34.12,26.2,20.74,11.04,34.66,41.21,32.34,32.45,9.29,19.39
88.34,56.85,92.1,75.6,83.27,16.44,28.83,56.66,45.57,10.63,55.31,7.33,18.76,19.18,170.74,46.1,59.92,9.57,33.0,53.76,63.37,189.31,186.75,76.13,73.63,114.86,12.25,40.79,188.76,9.57,51.02,17.44,14.31,16.93,118.39,29.33,25.5,109.45,10.55,22.35,38.99,34.21,26.13,20.71,10.9,34.54,40.65,32.84,33.02,9.28,18.76
89.49,56.48,92.47,74.98,84.8,16.79,30.27,58.06,45.37,10.76,56.24,7.56,18.3,19.73,171.62,46.1,59.6,9.8,34.11,53.26,64.21,194.1,181.89,77.22,75.73,116.88,12.28,42.2,191.53,9.88,49.04,17.99,15.15,17.2,118.24,30.34,25.13,113.26,10.11,22.83,38.76,34.1,26.26,20.84,11.02,35.21,41.42,33.21,33.26,9.1,18.67
89.77,57.06,91.67,74.0,83.16,16.78,30.88,56.57,45.87,10.67,59.5,7.59,18.44,19.95,172.39,46.22,59.72,10.18,33.87,54.42,64.08,198.0,187.13,78.52,74.56,115.94,12.51,41.66,193.77,10.07,48.62,17.9,15.33,17.0,117.37,29.84,24.95,110.69,9.99,22.66,38.83,34.13,26.0,20.86,11.13,35.55,41.76,33.12,33.19,9.13,19.18
87.82,57.34,90.02,71.72,79.19,16.44,30.54,54.86,44.84,10.77,58.78,7.52,17.68,19.12,171.47,45.4,57.76,10.1,34.53,52.33,64.47,181.21,183.9,77.75,73.47,117.05,12.32,39.76,189.9,9.53,48.09,17.83,15.28,16.07,116.86,28.37,24.66,98.88,9.69,23.03,40.24,34.06,25.82,20.95,11.11,36.38,41.41,31.81,32.73,8.61,19.11
87.62,56.67,89.18,71.59,80.6,16.2,30.83,54.57,43.95,10.84,58.06,7.45,18.25,19.1,173.55,45.99,58.52,10.24,34.27,54.46,63.19,176.11,183.7,78.84,72.45,112.95,12.55,40.94,186.24,9.53,45.32,17.81,15.01,16.15,115.44,26.91,25.11,98.49,9.56,22.96,41.25,34.8,25.84,20.65,11.11,35.25,41.94,32.68,33.34,8.76,19.19
86.66,57.63,87.92,71.66,81.11,16.66,30.62,54.18,43.61,10.54,56.47,7.4,17.42,19.45,175.54,46.2,57.67,9.96,33.39,50.88,63.84,172.27,178.69,78.59,70.97,108.65,12.11,41.74,184.04,9.74,44.0,17.63,14.87,16.42,115.6,27.65,25.22,100.05,9.76,21.72,39.08,34.52,25.72,20.48,11.16,33.8,42.0,31.73,32.67,8.76,18.37
87.02,58.86,89.81,72.29,80.85,16.23,31.79,54.62,44.88,10.81,55.92,7.31,17.3,19.75,182.69,46.87,56.81,9.78,33.28,49.38,65.26,178.7,173.81,78.79,70.37,108.97,11.94,41.34,188.39,9.59,42.49,17.83,14.5,16.53,116.19,27.5,25.52,100.11,9.6,22.4,38.35,35.26,25.95,20.7,11.16,33.98,41.56,31.74,32.75,8.86,18.38
86.41,57.8,90.63,72.59,79.13,16.83,32.37,53.95,44.64,10.55,54.89,7.41,16.35,20.18,181.83,46.76,55.24,9.5,33.8,47.14,64.65,188.42,174.33,76.94,67.32,107.35,11.65,40.14,182.68,9.6,41.89,17.83,13.99,16.48,112.09,27.25,25.14,99.0,9.86,21.68,38.45,34.79,25.8,20.49,11.37,33.9,41.41,31.37,32.07,8.46,18.01
85.09,58.44,89.52,73.26,76.0,16.46,31.94,53.63,44.44,10.67,54.82,7.49,16.12,19.86,181.08,47.77,53.85,9.19,32.79,45.49,65.54,180.03,177.29,76.17,64.62,106.03,11.65,38.8,176.57,9.33,38.87,17.53,13.89,16.85,110.73,26.52,25.35,95.45,9.31,20.96,39.87,34.3,25.34,20.75,11.16,34.11,40.73,30.85,31.97,8.2,17.31
84.85,60.13,88.97,74.82,75.23,16.72,32.67,53.61,44.78,11.0,54.6,7.49,16.06,19.34,180.29,48.85,53.27,8.95,31.38,45.52,66.12,170.85,174.68,76.77,64.54,102.05,11.55,40.05,174.35,9.53,38.19,17.62,14.54,17.12,113.31,25.26,25.91,88.79,9.28,21.8,40.38,33.9,25.5,20.61,11.14,33.73,40.78,32.53,32.28,8.41,17.11
85.6,61.91,86.92,75.48,75.79,17.59,32.11,54.62,45.34,11.24,54.63,7.35,16.33,20.15,181.34,49.44,53.26,9.12,31.19,47.08,67.29,166.58,177.48,78.8,63.87,103.9,11.53,41.44,179.03,9.82,38.8,18.21,14.93,17.29,112.28,24.92,25.79,87.51,9.5,22.83,41.05,34.12,25.51,20.88,11.19,34.47,40.97,34.51,32.51,8.52,17.65
86.31,62.52,86.26,77.33,79.75,18.25,32.28,55.92,46.35,11.44,55.61,7.31,16.66,20.12,180.52,49.95,53.46,9.13,31.01,46.64,68.57,166.25,176.42,80.39,62.14,103.7,11.65,41.94,179.25,9.7,39.85,18.44,15.13,17.5,113.61,24.27,25.93,87.01,9.56,23.77,41.4,34.5,25.75,21.72,11.16,34.94,41.89,35.03,33.17,8.67,17.58
87.14,62.3,87.59,77.29,81.38,19.29,32.4,56.58,46.34,11.76,58.28,7.12,16.54,19.35,178.41,50.44,55.13,9.57,29.97,48.03,65.17,163.69,178.36,81.61,61.11,101.88,12.19,41.86,181.18,9.94,42.3,18.4,15.08,17.76,116.24,25.1,26.0,88.82,9.87,23.87,42.24,34.8,25.99,22.16,11.26,34.99,41.43,36.29,33.52,9.0,17.93
87.12,62.08,86.62,76.63,80.87,18.81,31.49,56.35,44.79,11.83,57.09,7.2,17.2,18.78,177.19,47.67,55.8,9.6,29.86,47.14,65.96,164.0,175.57,81.48,63.63,106.25,12.42,41.49,177.98,10.07,40.9,18.59,15.03,17.96,117.39,26.1,25.64,89.86,10.02,24.99,40.23,34.95,25.95,22.63,11.14,35.54,41.16,36.83,34.27,9.14,17.83
88.0,61.94,87.83,78.19,82.19,19.61,32.63,57.1,46.92,12.05,59.66,7.6,17.22,19.34,180.8,49.67,55.82,9.47,29.93,48.35,69.23,162.38,175.68,84.05,63.43,101.34,12.21,42.68,184.77,10.05,39.98,18.64,14.53,18.02,118.53,27.18,25.96,91.83,10.32,24.66,40.14,35.47,26.41,22.49,10.92,36.41,41.75,36.89,33.66,9.04,18.53
87.95,62.27,87.9,79.03,80.13,19.16,34.17,57.46,47.69,12.47,59.65,7.49,16.94,19.41,180.22,50.1,58.38,9.4,30.95,48.26,70.36,154.72,179.05,83.44,61.51,99.11,12.4,42.8,191.72,10.12,38.61,19.2,14.48,18.08,117.6,27.08,26.35,85.96,10.34,23.41,41.76,35.09,26.74,22.7,11.09,35.87,41.83,35.52,34.01,8.92,18.11
88.19,62.43,88.49,78.25,80.39,18.82,35.4,56.98,46.57,12.53,59.49,7.47,17.26,19.56,178.4,50.08,58.29,9.38,31.23,49.63,70.2,149.61,178.81,84.96,59.9,101.31,12.43,42.75,193.51,10.32,39.85,19.39,14.17,18.37,117.2,27.1,25.98,91.22,10.3,24.86,41.44,35.05,26.91,22.91,10.97,35.49,41.7,35.78,33.46,8.84,18.21
87.76,62.22,89.5,77.53,82.51,18.66,34.07,55.61,46.3,12.36,60.54,7.51,17.46,19.56,177.77,49.21,58.2,9.28,32.55,50.22,71.12,149.42,172.14,84.12,60.96,98.67,12.55,41.11,187.03,10.13,40.11,19.4,13.91,18.81,114.73,25.57,26.06,95.3,9.73,24.33,41.13,34.8,26.96,22.79,11.03,35.0,41.34,35.92,33.5,8.76,18.18
86.51,62.21,89.7,76.09,83.96,18.16,33.0,55.27,46.57,11.95,58.46,7.49,17.19,19.62,176.04,48.16,56.81,9.37,31.53,48.97,70.29,141.42,168.97,84.96,61.23,95.6,12.13,40.13,175.87,9.84,39.7,19.58,13.84,18.51,115.01,26.62,26.36,96.78,9.61,23.63,40.14,34.37,26.68,22.07,10.87,34.24,40.6,35.2,34.27,8.78,17.81
87.66,61.6,89.57,77.5,86.18,18.55,33.83,56.11,47.38,12.13,58.78,7.59,17.25,20.1,177.98,49.44,58.1,9.45,31.13,49.55,68.75,142.63,172.14,88.79,63.56,93.99,12.27,41.32,178.5,9.87,40.18,19.59,14.08,19.03,115.27,28.0,26.69,101.57,9.66,23.87,39.44,34.88,26.96,22.79,10.93,34.67,41.09,34.61,34.18,8.38,17.85
87.24,62.1,91.94,76.54,84.0,19.06,33.22,56.91,47.42,12.27,58.18,7.57,17.34,21.32,178.51,48.82,60.33,9.56,30.77,49.32,67.51,133.14,174.7,87.1,61.43,92.91,11.98,42.21,177.59,9.87,40.67,19.54,14.02,18.29,113.65,27.44,26.47,97.98,9.82,22.76,40.13,34.86,27.31,22.9,11.21,34.38,41.06,35.33,33.73,8.44,17.57
86.1,62.87,94.53,76.56,81.3,18.09,32.38,55.67,47.79,12.48,56.44,7.48,17.38,21.1,171.37,48.29,60.52,9.55,28.53,46.64,67.27,139.31,173.35,87.57,58.63,94.55,11.81,41.9,173.75,9.95,37.98,19.25,14.13,18.38,111.12,26.07,26.23,95.39,9.54,21.77,39.98,34.35,26.97,22.77,11.11,34.03,41.13,35.9,33.15,8.28,16.8
86.13,62.7,93.28,76.43,80.47,18.41,31.52,54.03,49.31,12.26,55.72,7.61,16.94,22.16,171.74,47.76,61.07,9.53,30.27,46.53,68.06,148.78,173.49,86.12,59.56,94.34,11.65,42.8,178.48,9.69,38.08,19.21,13.57,18.37,111.72,26.01,25.21,94.36,9.7,21.46,37.52,34.52,27.36,23.0,11.08,34.69,40.96,35.69,33.04,8.41,16.62
87.14,64.09,92.67,76.88,80.51,18.93,31.3,53.95,47.88,12.46,55.3,7.49,16.72,21.42,178.79,48.75,62.67,9.5,30.85,46.18,69.0,158.79,172.59,87.54,60.24,95.91,11.65,43.65,179.98,9.95,39.02,19.36,13.66,18.32,113.51,26.44,25.16,96.61,10.18,22.43,37.58,35.04,27.25,23.12,11.24,35.33,41.16,36.32,33.87,8.5,16.73
86.62,62.84,93.86,77.0,79.86,18.51,30.22,54.43,48.34,12.31,54.75,7.4,16.85,21.08,181.59,47.75,59.89,9.43,29.54,46.58,70.43,164.1,174.74,87.92,59.25,92.15,11.95,43.64,179.78,10.0,37.46,19.79,13.62,18.38,113.84,25.84,24.82,95.44,10.28,22.51,36.3,34.93,26.92,23.74,10.84,35.32,40.58,37.03,32.97,8.42,16.72
86.03,63.34,95.77,75.74,81.55,18.83,30.36,52.83,47.55,12.52,55.61,7.19,16.61,21.61,177.54,47.36,58.98,9.28,29.8,45.89,72.2,162.02,175.87,88.92,57.51,88.23,11.61,43.27,184.66,9.91,35.95,19.64,13.24,18.31,109.46,25.91,24.1,91.94,10.44,23.03,35.4,34.35,26.54,23.93,11.04,34.63,40.89,36.55,33.17,8.31,16.78
85.75,63.77,98.02,75.62,80.69,18.62,29.26,51.21,48.02,12.57,55.42,7.13,16.3,21.81,177.07,46.84,59.1,9.23,30.16,46.77,74.35,157.42,176.54,91.01,57.2,89.79,11.37,42.66,185.64,9.75,35.98,19.93,13.52,18.26,110.85,24.61,24.57,92.97,10.15,22.82,35.33,33.91,26.78,24.16,10.91,35.22,40.52,36.27,32.82,8.64,16.61
85.04,63.12,98.83,73.52,78.23,18.02,29.16,50.18,46.95,12.49,56.66,7.0,16.66,21.67,176.91,45.51,58.07,9.18,30.2,47.11,70.16,153.48,178.4,91.41,56.92,87.83,11.44,42.67,180.7,9.58,36.49,19.97,13.34,17.69,110.17,25.52,24.57,94.98,9.86,23.58,34.23,33.95,26.53,24.11,10.77,34.29,40.23,34.61,32.73,8.63,16.97
84.08,63.09,96.96,71.7,76.08,17.44,28.32,49.69,46.2,12.56,55.42,6.8,16.49,21.79,172.84,45.25,56.84,9.01,29.74,46.01,67.99,145.87,176.51,90.73,55.98,84.56,11.31,41.61,181.35,9.49,36.01,20.73,12.91,17.6,109.16,25.7,24.7,93.47,9.41,23.98,35.29,33.61,26.65,24.46,10.78,34.7,40.06,34.88,33.16,8.67,16.9
84.21,61.8,95.34,70.94,75.36,17.32,28.42,48.83,46.78,12.32,54.17,6.6,16.29,21.99,171.24,45.09,57.2,8.9,30.82,46.49,69.29,150.71,176.42,93.41,57.9,85.07,11.3,41.98,174.41,9.79,37.53,20.91,12.83,17.29,105.32,25.42,24.71,95.25,9.38,24.4,34.15,34.13,26.05,24.04,10.81,34.88,39.45,36.33,33.07,8.79,16.84
84.1,60.82,94.3,71.83,77.75,16.7,27.61,48.54,46.23,12.19,52.44,6.64,16.69,22.55,167.62,46.58,56.94,8.73,30.86,46.6,68.09,152.6,177.62,91.38,56.7,87.7,11.27,42.58,170.63,10.14,37.41,21.55,12.64,17.31,104.99,25.33,24.84,92.71,9.69,24.64,33.46,34.48,26.11,23.71,10.74,35.31,39.24,36.62,33.47,9.16,17.01
84.54,61.64,93.89,72.44,78.38,17.11,28.63,49.18,46.12,12.25,53.9,6.78,16.58,23.17,166.51,47.96,59.21,8.72,30.32,44.64,69.45,153.69,171.0,91.43,55.56,89.98,11.0,42.26,172.52,10.08,36.53,21.18,12.63,17.37,108.23,25.0,25.04,90.17,9.78,25.52,34.66,34.16,26.67,24.26,10.89,36.33,40.03,35.54,33.26,9.06,16.86
84.36,59.96,92.7,71.2,77.18,17.16,28.24,48.14,46.6,12.01,52.77,6.82,16.7,22.32,165.72,47.75,58.65,8.9,30.53,43.25,66.32,160.1,173.54,90.95,56.43,89.21,10.76,42.03,174.23,9.92,37.67,21.43,12.48,17.47,105.08,25.42,24.58,95.52,9.46,25.51,34.87,33.77,26.78,24.14,10.75,35.19,40.15,35.19,33.36,8.89,16.67
84.08,60.48,93.54,71.21,76.94,16.88,28.77,47.07,46.42,11.92,52.92,6.72,16.38,21.89,164.28,46.0,58.29,8.7,31.02,43.06,65.77,160.72,178.64,88.28,56.98,89.03,10.75,40.85,167.09,10.02,37.54,21.69,12.55,17.2,102.82,25.78,24.69,97.61,9.22,23.75,35.81,33.77,26.88,24.09,10.66,34.4,39.42,34.69,33.27,8.9,17.03
82.79,60.75,91.1,70.96,75.33,16.79,28.09,46.54,45.69,11.94,53.24,6.59,16.59,21.89,163.81,45.14,58.07,8.3,30.29,40.87,64.48,156.05,176.1,88.31,54.87,88.04,10.4,39.54,169.16,9.91,38.16,20.89,12.35,16.93,101.49,25.91,24.12,95.53,9.1,23.75,35.94,33.6,26.04,23.29,10.62,34.76,38.87,33.28,33.81,8.61,17.2
83.92,61.19,93.98,72.26,74.35,16.59,28.87,46.62,46.91,12.36,52.75,6.68,16.9,22.11,169.07,46.13,58.94,8.24,30.41,42.92,64.47,159.1,173.22,91.3,57.01,90.04,10.6,39.68,171.51,9.87,38.46,20.91,12.38,17.27,104.22,26.0,24.61,98.19,9.02,24.96,37.43,33.78,26.58,23.53,10.98,34.85,39.3,31.92,34.5,8.59,17.82
85.09,60.62,93.75,73.14,75.34,17.15,30.3,47.16,46.78,12.56,52.25,6.91,16.28,22.17,168.18,45.15,59.33,8.43,31.84,44.18,65.56,166.15,174.01,93.9,56.96,91.17,10.29,39.93,174.53,10.05,40.06,21.35,12.61,17.54,106.92,26.16,24.79,99.15,9.29,25.57,37.27,34.42,26.66,23.91,11.05,34.26,39.89,33.67,34.69,8.59,17.76
84.7,60.82,94.1,73.14,77.71,17.65,29.24,47.83,47.21,12.81,50.58,6.93,15.86,22.25,169.35,44.57,58.5,8.3,31.87,44.44,65.8,158.78,174.27,94.96,56.04,93.73,10.28,40.35,175.39,10.24,39.03,22.04,12.13,17.52,107.14,26.83,24.58,96.55,9.47,25.29,36.56,33.9,26.21,23.37,10.94,34.05,39.99,33.09,35.01,8.96,18.27
84.68,60.37,93.85,71.05,77.95,17.51,29.52,48.65,47.5,12.35,51.85,6.85,15.79,21.86,168.42,44.72,58.0,8.27,30.86,44.34,66.69,168.55,169.94,95.56,57.36,92.52,10.21,40.46,179.5,10.05,39.29,21.67,11.96,17.36,102.67,27.9,24.46,97.29,9.67,25.77,36.06,34.01,26.42,23.44,10.69,33.08,39.36,32.62,35.19,8.71,18.48
83.22,60.36,95.39,70.72,76.8,17.75,29.8,48.3,44.19,12.29,50.46,6.65,15.78,21.44,162.8,44.2,56.46,8.12,29.27,44.07,65.48,162.59,171.19,92.66,57.08,90.7,9.88,40.08,176.86,9.71,39.13,20.81,12.09,17.13,101.86,26.22,24.33,96.07,8.72,25.42,36.47,34.02,25.96,23.15,10.47,31.4,39.03,31.98,35.48,8.49,17.59
82.91,61.23,91.12,72.03,75.65,17.83,29.18,48.89,44.84,11.97,50.4,6.66,16.08,21.44,161.38,44.25,56.98,7.88,29.26,43.96,64.77,159.06,164.72,91.1,57.85,91.2,9.64,39.9,178.61,9.59,40.06,20.73,12.15,16.89,103.6,26.14,24.24,95.14,8.85,25.75,38.21,34.76,25.97,22.69,10.43,31.11,39.29,31.25,35.95,8.71,17.52
